sign,date,prediction
aquarius,2021-06-27,"Не стоит браться за множество дел сегодня, лучше составить короткий план на день и больше отдыхать. А еще – пытаться воплотить свои интересные планы в жизнь. Тем более что мозг сейчас поставляет вам идеи на миллион пачками. Также звезды советуют реже верить на слова и чаще проверять факты – некоторые люди могут вас обмануть на крупную сумму денег."
aquarius,2021-06-28,"Работайте в комфортном для вас ритме и не беритесь за то, что будет сложно выполнить. Возможно, сегодня вам будет сложно концентрироваться на действительно важных вещах, организовывать свою работу, поэтому чаще отдыхайте – это поможет. Вредно слушать чужие советы и вообще верить кому-то: всю информацию сейчас лучше проверять – вас могут ввести в заблуждения."
aquarius,2021-06-29,"Смотрите по сторонам – сегодня звезды посылают вам знаки, которые помогут принять верные решения. Также не стоит в этот день много работать, перенапрягаться – это скажется и на вашем настроении, и на самочувствии. Поэтому больше отдыхайте. Кроме того, в этот день не стоит рассчитывать на чью-либо помощь. Делайте все самостоятельно – только так вы добьетесь результата."
aquarius,2021-06-30,"Сегодня вас мало что волнует – притупились все эмоции и чувства. С одной стороны, это хорошо – вы можете трезво оценивать ситуации. С другой – своей холодностью вы можете обидеть близких и любимых. Поэтому ищите золотую середину и уважайте эмоции других людей. Также звезды советуют не воплощать в жизнь головокружительные идеи – лучше потомить свои планы."
aquarius,2021-07-01,"Сегодня вам нужно находиться в гуще событий и влиять не только на свою, но и на чужие жизни. Возможно, кому-то вы дадите правильный совет, кого-то поддержите словом или делом. Главное, чтобы все шло от души. Не стоит откладывать на другие дни сложные дела и задачи – сейчас самое хорошее время, чтобы всем этим заняться. На личном фронте стоит быть мудрее и не ругаться по пустякам."
aquarius,2021-07-02,"Звезды предупреждают: будьте предельно осторожны с острыми предметами, огнем и вообще всем, что может вам навредить. Также в этот день полезно отслеживать свое самочувствие – можно легко подхватить вирус или простыть. Не стоит планировать что-то – обстоятельства сегодня будут сильнее вас и, возможно, вам придется перестраиваться, решать возникшие проблемы."
aquarius,2021-07-03,"Сегодня близкие могут вас разочаровать, и главное – понять, что они – тоже люди, у которые свои тараканы в голове. Также не стоит в этот день много общаться – в такое напряженное время очень легко разжечь конфликт, а после – пожалеть о сказанном. Не бойтесь трудностей, ведь вы сможете справиться со всем, да еще и закалить свой характер в этих непростых ситуациях."
aquarius,2021-07-04,"Безумно активный день, когда вам нужно заниматься сотнями дел одновременно. И вы со всем справитесь, потому что именно сегодня вам будет крупно везти. Постарайтесь воспользоваться всеми возможностями, которые вам предоставляет судьба. Но не рискуйте – это может, наоборот, отпугнуть от вас всю удачу. Также не стоит что-то обещать – скорее всего, у вас не будет шанса сдержать слово."
aquarius,2021-07-05,"Сегодня вы не успеваете за переменами – они происходят слишком быстро, и вы не можете подстроиться под обстоятельства. Накапливайте энергию и решайте проблемы по мере поступления, никуда не торопясь – так будет лучше. Также не позволяйте близким манипулировать вами, играть на вашей доброте и поддержке. Кроме того, звезды советуют сконцентрировать внимание на мелочах – в этот день они играют важную роль."
aquarius,2021-07-06,"В личных отношениях все не так просто и понятно. Постарайтесь меньше доверять партнеру и проверяйте все, что он вам говорит. Возможно, где-то он хочет обмануть вас, сыграть на вашем сочувствии. А вот с незнакомцами лучше общаться чаще – вы можете встретить хороших партнеров или даже друзей. Также звезды советуют вам не напрягаться физически и ментально – это может вылиться в нервный срыв."
aquarius,2021-07-07,"Негатив пропитывает ваши отношения, и если вовремя не остановить это, то все может закончиться серьезным конфликтом. Поэтому очень важно сейчас следить за эмоциями, просьбами и словами близких и любимых. Также полезно помогать тем, кто просит – это подтянет вашу самооценку, да и в будущем эти люди тоже не пройдут мимо вашей проблемы. Кстати, работать сегодня лучше в одиночку – коллеги и партнеры будут только мешать."
aquarius,2021-07-08,"Вы обожаете общаться и строить наполеоновские планы, но сегодня от этого придется отказаться – не совсем подходящий день. Этот день лучше провести в гордом одиночестве, занимаясь важными для вас делами или работой. Не торопитесь отвечать на вопросы и решать сложные проблемы – шанс совершить фатальную ошибку слишком велик. Полезно браться за что-то новое – вы сможете добиться в этом успеха."
aquarius,2021-07-09,"Сегодня тревожность не даст вам и шанса заняться чем-то важным и серьезным. И сейчас очень важно успокаивать и поддерживать себя, думать о том, что вы со всем справитесь на отлично. Также звезды советуют взяться за что-то новое и сложное – вы обязательно добьетесь успеха. Не бойтесь общаться с незнакомцами в этот день – вы сможете найти новых друзей."
aquarius,2021-07-10,"Смотрите на все проблемы под другим углом – это поможет вам решить их быстро и впечатлить близких. Только не опирайтесь на чужие слова – смотрите только на факты. Также сегодня многие попросят у вас совета, и не бойтесь брать на себя такую ответственность – сейчас все ваши слова найдут отклик в сердцах близких и любимых. Кроме того, звезды советуют общаться и знакомиться – в этот день вы можете найти верных друзей."
aquarius,2021-07-11,"Сегодня вы, наконец, сможете получить ответы на все вопросы. Поэтому не бойтесь задавать их. Также не стоит в этот день нервничать и тревожиться, и чтобы избежать этого – общайтесь реже даже с близкими людьми и переложите все мероприятия на завтра, если, конечно, это возможно. Полезно делать то, что поднимает вам настроение и заряжает энергией – она вам еще пригодится."
aquarius,2021-07-12,"Занудные и душные люди могут заразить вас своим настроением. Избегайте встреч с ними. Вообще, это отличный день для общения с интересными людьми, которые могут вдохновить на смелые эксперименты или необычные идеи. Также звезды советуют обратить внимание на свое самочувствие – ваш иммунитет падает, и вы можете очень легко «подцепить» вирус или просто простыть."
aquarius,2021-07-13,"Доказывать кому-то что-то сегодня – плохая мысль. Лучше ориентируйтесь на себя и делайте то, что вам хочется и действительно нравится. Возможно, какие-то отношения в этот день придется поставить на паузу, но сжигать мосты не стоит – в будущем эти связи могут пригодиться. Не опускайте руки, если что-то вам не поддается – еще несколько попыток, и вы одержите победу."
aquarius,2021-07-14,Не молчите! Обсуждайте больше и чаще с партнерами и коллегами интересные вам темы. Не бойтесь высказать свое мнение – оно может помочь другим людям посмотреть на некоторые вещи под другим углом. Да и сами слушайте чужие советы – некоторые из них действительно эффективные. А вечер лучше провести со своими близкими и любимыми – они по вам очень соскучились.
aquarius,2021-07-15,"Мыслим материально – сегодня ваши идеи и планы могут стать реальностью за несколько минут. Поэтому думайте только о хорошем. А вот с эмоции в этот день стоит быть осторожнее – можно накопить в себе много негатива и вспылить в самый неподходящий момент. Кстати, кому-то сейчас может серьезно повести – вы столкнетесь с любовью всей вашей жизни, поэтому смотрите по сторонам."
aquarius,2021-07-16,"Сегодня вам хочется сворачивать горы, но вам катастрофически не везет, а возможности будто разбегаются. Поэтому постарайтесь замедлиться и пользоваться теми шансами, которые выпадают. Вообще, в этот день стоит посвятить больше внимания близким – вашей семье очень нужны забота и любовь. А вот с покупками сейчас все сложно – звезды советуют закупаться по мелочам, но а на что-то серьезное и важное лучше не тратить деньги."
aquarius,2021-07-17,"Сегодня очень важно заниматься тем, что вам нравится, тем, что придает сил и поднимает настроение. А все сложные и неинтересные задачи лучше переложить на другой день. Также отложить стоит и принятие решений – ответ в этот день может испортить ваше будущее. Кроме того, полезно общаться с незнакомцами – сейчас вы можете познакомиться с очень интересными людьми."
aquarius,2021-07-18,"Сегодня вам крупно везет. Поэтому не сидите на месте, а пользуйтесь расположением фортуны. В то же время действовать в этот день лучше мягкими методами, не продавливая и не напирая. Иначе можно столкнуться с совершенно противоположным результатом. Также в этот день вы можете услышать чью-то тайну, которая повлияет на вашу жизнь. И лучше оставить ее при себе, не рассказывая лишним ушам."
aquarius,2021-07-19,"В этот день вы настоящий лидер и душа компании. И ваш острый ум и умение общаться с каждым пригодятся в работе, поэтому не бойтесь себя проявить и взять ответственность. Это, кстати, может заменить и начальство, а там уже и до повышения рукой подать. Только вот стоит быть осторожнее с эмоциями – сегодня настроение может разрушить хорошие отношения."
aquarius,2021-07-20,"Пора выныривать из своих мыслей в реальный мир – тут вас ждут проблемы и нерешенные вопросы. На работе полезно устраивать мозговые штурмы, справляться с задачами коллективно. Больше общайтесь – сегодня собеседники могут натолкнуть вас на неприятную правду о себе или новые хорошие идеи. Также звезды советуют бать активнее – вспомните о спорте или фитнес-клубе. Ваш организм скажет вам «спасибо»."
aquarius,2021-07-21,"В этот день можно как работать долго и упорно, так и отдыхать без задних ног. И на все это у вас хватит и энергии, и времени. Также полезно в этот день проявлять себя в разных сферах, чтобы найти что-то свое. Не нужно бояться или стесняться – воспользуйтесь всеми шансами. А еще звезды советуют не экономить на себе – купите ту вещь, о которой давно мечтали, сделайте новую прическу или покушайте что-то очень вкусное."
aquarius,2021-07-22,"Работа прежде всего. Сегодня стоит направить все свое внимание на рабочий процесс и сложные задачи – это может повлиять на вашу карьеру благотворно. А вот разговоры в этот день клеиться не будут – пытайтесь меньше пересекаться и с незнакомцами, и с близкими, чтобы лишний раз не поругаться. И реже доставайте из кармана кошелек – можно серьезно потратиться."
aquarius,2021-07-23,"Сегодня работы либо слишком много, либо вообще нет. И эта ситуация будет вас серьезно напрягать. Постарайтесь отпустить эти мысли и включить позитивное мышление. Поверьте, все не так плохо, как вам кажется. Также в этот день вы будете раз за разом раздувать из мухи слона, и тут важно отбросить эмоции и посмотреть на ситуации рационально. Вы удивитесь, как на самом деле все просто и безобидно."
aquarius,2021-07-24,Монотонная работа в этот день пойдет плохо – вам нужны творческие задачи. Так что постарайтесь находить в каждом деле что-то интересное для себя – так вы быстро и легко расправитесь со всем. Нестандартные ситуации в этот день могут подтолкнуть вас к неожиданным реакциям и действиям. Не бойтесь проявлять себя – у вас все получится. А вот на серьезных встречах стоит отключить эмоции – они будут только мешать.
aquarius,2021-07-25,"Сегодня у вас непростой день: мыслей в голове слишком много, а вот инструментов для их реализации – кот наплакал. Поэтому записывайте идеи и доводите их до идеала, а не предпринимайте шаги. В самое сложное время не отчаивайтесь и вспоминайте, что после черной полосы обязательно идет белая. Также звезды советуют держать эмоции под контролем и не вляпываться в конфликты – нервы сегодня немного шалят."
aquarius,2021-07-26,"Не спешите опустошать кошелек. Сегодня нужно быть крайне осторожными во всех финансовых вопросах. Поэтому ненадолго отложите важные покупки. Возможно, они вам и не так нужны. В остальном дела будут идти хорошо: закончите сложные задачи, продвинетесь в учебе или познакомитесь с кем-то интересным. А может даже и заведете новый увлекательный роман."
aquarius,2021-07-27,"Поздравляем, сегодня вы поймете, как выпутаться из сложной ситуации, в которой вы находитесь. Главное – доверять своей интуиции и снам – они могут быть вещими. Звезды советуют в этот день никуда не торопиться и не ввязываться в споры, потому что ничем хорошим это не закончится. Лучше двигаться в размеренном темпе и следить за самочувствием – здоровье может подвести."
aquarius,2021-07-28,"Утро выдастся ленивым, и как бы вы не хотели разогнаться, силы придут только после обеда. Поэтому не теряйте время вечером – работайте и решайте сложные вопросы. Возможно, в этот день вы сможете сдвинуть с мертвой точки какое-то дело или увидеть перспективы в старых знакомствах, поэтому настраивайтесь позитивно и идите только вперед. Оставьте немного времени вечером, чтобы прогуляться по парку – расслабить нервы."
aquarius,2021-07-29,"Проблемы сегодня могут испортить отношения. Поэтому старайтесь вычислять претензии и тут же их решать. Также полезно в этот день советоваться с близкими и любимыми – так вы покажите, что вам важно их мнение. Финансовые трудности, задержки и прочие неприятности сейчас укажут вам на слабые места ваших идей. Поэтому не расстраивайтесь, а корректируйте свои планы.  "
aquarius,2021-07-30,"Не стоит приманивать перемены в свою жизнь – сегодня для этого не самое лучшее время. Не стоит и гнуть свою линию, переходить рамки – можно испортить отношения с нужными и важными людьми. Также в этот день лучше не заходить в магазины, иначе потратите слишком крупную сумму. А вот в отношениях стоит чаще рисковать – эксцентричные поступки вдохнуть страсть в вашу связь."
aquarius,2021-07-31,"Сегодня вы очень нужны вашим близким и любимым. Возможно, у вас намечается какой-то праздник или вы просто хотите провести время вместе – все это будет зависеть от вас. Поэтому настраивайтесь в этот день хлопотать по дому и организовывать что-то. Но не все будет идти гладко – велик риск поругаться с кем-либо. Помиритесь вы легко, но осадок точно останется."
aquarius,2021-08-01,"Сегодня удача на вашей стороне, и помогает закончить все разговоры и переговоры на ура. Поэтому стоит смело делиться своими идеями с начальством и искать единомышленников. Верьте в себя и не бойтесь враждебно настроенных людей – вы сможете покорить и их гранитное сердце. На любовном же фронте стоит быть активнее и инициативнее – так вы укрепите ваши отношения."
aquarius,2021-08-02,"Сегодня придется работать без задних ног. К счастью, вы в тонусе и можете справиться с абсолютно любой задачей. Только вот близкие норовят вас отвлечь от работы, поэтому постарайтесь уединиться. Возможно, придется браться за те дела, которые вам совершенно не нравятся – попробуйте переложить их на кого-то другого. Также в этот день стоит быть осторожнее с эмоциями – они могут испортить хорошие отношения."
aquarius,2021-08-03,"Сегодня придется от чего-то отказываться, чтобы выполнить все запланированное. Например, от разговоров ни о чем. Полезно быть в гуще событий, успевать везде – это даст вам новые яркие впечатления интересные знакомства. А вот в общении стоит быть осторожнее, чтобы не разболтать свои или чужие тайны. Также не бойтесь превращать в жизнь проекты, о которых вы долго думали, - сейчас все получится."
aquarius,2021-08-04,"Вокруг суета, и вам сложно поймать гармонию. Постарайтесь не поддаваться на манипуляции близких и ищите спокойствия. Можно уединиться, чтобы разобраться с личными делами и работой. А вот общаться на деловые темы очень полезно – вы сможете убедить любого собеседника. На личном фронте все прекрасно – отношения крепнут и даже переходят на новый уровень."
aquarius,2021-08-05,"Не отгоняйте идеи, в этот день все они могут вам пригодиться. А возможно, некоторые из них принесут вам небольшие деньги. Также полезно в этот день покупать что-то для дома и для себя – так вы поднимите себе настроение на оставшуюся рабочую неделю. С эмоциями стоит быть осторожнее, чтобы не обидеть окружающим – не все свои мысли можно и нужна высказывать, что-то стоит умолчать."
aquarius,2021-08-06,"Включайте свое обаяние на полную мощность – сегодня вы можете очаровать очень важных и нужных вам людей. Также полезно в этот день разруливать конфликты и помогать другим словом или делом. Кроме того, звезды обещают сюрпризы, поэтому приготовьтесь ко всему – некоторые из них могут вам не понравиться. Не бойтесь трудностей – сейчас они помогут вам перейти на новый уровень."
aquarius,2021-08-07,"Сегодня придется чем-то жертвовать. Но не волнуйтесь – взамен вы получите куда больше. Также полезно оценить свои планы на будущее и подкорректировать их, чтобы они быстрее превратились в реальность. В общении и отношениях в этот день будет непросто – будьте сдержаны и добры, чтобы не разорвать ту связь, которую вы так давно налаживали. С деньгами стоит быть осторожнее – можно серьезно потратиться."
aquarius,2021-08-08,"Контролировать все сегодня будет очень сложно – что-то время от времени будет идти не по вашему плану. Постарайтесь расслабиться и пустить все на самотек – сейчас это самая верная тактика. Не стоит браться за что-то новое – вы не добьетесь того, на что рассчитывали. Также полезно в этот день решать проблемы, ведь вы можете справиться с самыми сложными из них."
aquarius,2021-08-09,"Сегодня вы можете разочароваться как в других, так и в самом себе. Постарайтесь давать отчет каждому своему действию и пытайтесь объяснить поступки окружающих. Также полезно искать ответы на свои вопросы – в этот день Вселенная поможет вам добиться правды. К слову, открывшаяся информация может перевернуть вашу жизнь с ног на голову, и к этому стоит быть готовым."
aquarius,2021-08-10,"Отличный день, полный приключений. Общайтесь, знакомьтесь, соглашайтесь на предложения – сегодня все это поднимет вам настроение и поможет поверить в себя. Только следите, чтобы вами никто не манипулировал – можете потратить очень много времени, решая чужие проблемы и задачи. Также стоит подумать о здоровье: ешьте больше овощей и фруктов, гуляйте на свежем воздухе и хорошенько выспитесь."
aquarius,2021-08-11,"Сегодня вы видите цели и бежите к ним со всех ног. Но стоит немного замедлиться, чтобы не совершить серьезные ошибки. А ваше обаяние может и вовсе перетянуть на вашу сторону соперников, поэтому не бойтесь общаться с ними, делиться идеями – вы можете стать хорошими товарищами или даже друзьями. Полезно чаще отвлекаться от работы – так вы дадите отпор стрессу и переутомлению."
aquarius,2021-08-12,"Сегодня вы можете познакомиться с эксцентричными людьми, которые подкинут вам очень интересные идеи. А вот решать какие-либо проблемы в этот день лучше креативно – так вы впечатлите не только окружающих людей, но и ваших руководителей. Возможно, с чем-то вам будет сложно справиться самостоятельно. Благо, многие сейчас захотят вам помочь, и отказываться от этого не стоит."
aquarius,2021-08-13,"Раздражение накроет с головой. Если кто-то вас серьезно бесит, держитесь от него подальше, чтобы не вспыхнул конфликт. Вообще, в этот день негативные эмоции будут вытеснять позитивные. И вариться в собственном гневе – не лучший вариант. Так что настраивайтесь оптимистично – так ваши дела пойдут быстрее и к вам начнут тянуться интересные и вдохновляющие люди."
aquarius,2021-08-14,"Флиртуйте налево и направо, если вы свободны – сегодня вы можете встретить того или ту единственную. А если вы уже влюблены – наслаждайтесь гармонией, которая заглянула в ваши пылкие отношения. Также полезно в этот день думать о своей жизни, о своих желаниях и переоценивать ценности – возможно, чего-то вам не хватает. Общайтесь больше – ваше обаяние откроет для вас многие двери."
aquarius,2021-08-15,"Возможно, нестандартная ситуация сегодня смахнет с ваших глаз розовые очки или заставит переоценить ценности, посмотреть на некоторые вещи под другим углом. В этот день вы можете открыть для себя новый путь, по которому захотите следовать, новое хобби или даже профессию. Звезды дают на это добро и обещают поддержать в трудные моменты, поэтому не бойтесь браться за что-то новое."
aquarius,2021-08-16,"Сегодня вас засосет в воронку событий, действий и общения. Вы не сможете дать отпор этой суматохе, но отдыхать время от времени все же удастся. И звезды советуют воспользоваться этой возможностью – так ваша результативность не исчезнет до самого вечера. А вот спорить в этот день нежелательно – вас вряд ли поймут. Лучше сосредоточьтесь на рабочих делах – это принесет пользу."
aquarius,2021-08-17,"Пора браться за что-то новое и обязательно отпускать старое. Но только не рискуйте – можете потерять больше, чем приобретете. Возможно, какие-то дела пойдут не по вашему сценарию, но не стоит паниковать – совсем скоро все наладится. Так же у вас будет шанс исправить ошибки, и звезды советуют им воспользоваться – сможете повлиять и на свою карму, и на будущее."
aquarius,2021-08-18,"Сегодня будет сложно общаться даже с самыми близкими людьми – сомнение в их искренности будут раз за разом тормозить разговоры. Лучшее решение в этом случае – поговорить начистоту с любимыми. Вполне возможно, вы поймете, почему они поступили тем или иным способом раньше. Также звезды советуют навести порядок не только в отношениях, но и в собственном доме – разложите все по полочкам и наведите уют."
aquarius,2021-08-19,"Хватит выискивать ошибки в жизни других людей. Лучше сконцентрируйтесь на своих проблемах – их сейчас немало. Также стоит меньше спорить, даже если вы думаете, что ваше мнение – единственное правильное в этой ситуации. К решению проблем стоит подходить творчески – так вы справитесь с ними куда быстрее. Не отказывайтесь от помощи – сейчас она вам действительно необходима."
aquarius,2021-08-20,"Новости сегодня не оставят вас равнодушными. Да, возможно будущее они не изменят, но на следующие несколько дней точно повлияют. А вот поддаваться риску или экспериментировать в этот день не стоит – из этого не выйдет ничего хорошего. Обстоятельства сейчас могут изменить ваши планы, но не стоит расстраиваться – возможно, ваш путь корректируют сами звезды."
aquarius,2021-08-21,"Нервы на пределе. Сегодня вас будут выводить из себя и раздражать абсолютно все. Но стоит меньше критиковать и принимать людей таким, какие они есть. Также полезно в этот день искать информацию – вы можете найти ответы на самые сложные вопросы. Аккуратнее стоит общаться – можете выдать свой или чужой секрет. Кроме того, звезды советуют подумать о будущем, наметить планы."
aquarius,2021-08-22,"Сегодня вы можете найти ответы на давно волнующие вопросы, выбрать верное направление мыслей и действий, построить планы на будущее. Обязательно рискуйте и не бойтесь замахнуться на что-то большее. Хорошие отношения складываются как со знакомыми, так и с незнакомцами – вы знаете, что нужно сказать и как ответить, чтобы собеседник прислушался к вам, а ваша связь укрепилась."
aquarius,2021-08-23,"Похоже, вам становится скучно на вашей работе. Постарайтесь найти новый смысл, украсить свое рабочее место или поговорить с боссом о повышении. Звезды уверены, что сегодня для вас откроются новые перспективы. Также полезно общаться с коллегами – кто-то может подкинуть вам интересную идею. Вечером стоит общаться осторожнее – собеседники будут настроены спорить и ругаться."
aquarius,2021-08-24,"Сегодня сама Вселенная будет подкидывать вам знаки, и главное – растолковать их правильно. Также обязательно запишите свой сон, когда проснетесь, - он может быть вещим. А вот суетиться в этот день не стоит, иначе вы пропустить важные детали и испортите свое будущее. На личном фронте тоже не все гладко – придется отстаивать свои отношения и чаще признаваться в любви.Вы готовы перевернуть свою карьеру с ног на голову. Но звезды советуют быть осторожнее и расставить акценты правильно, чтобы взяться за что-то действительно важное.Сегодня конфликты могут ударить не только по настроению, но и по вашему самочувствию. Так что поберегите нервы и не связывайтесь с негативно настроенными людьми."
aquarius,2021-08-25,"Инициатива сегодня наказуема, поэтому не берите на себя дополнительную ответственность. Также не стоит в этот день вмешиваться в чужие отношения и разговоры – можете сделать только хуже. Стоит проверять информацию – возможно, кто-то хочет обмануть вас или приукрасить реальное положение дел. Чтобы не совершить ошибку, отталкивайтесь от опыта и прислушивайтесь к интуиции.В спешке сегодня можно совершить массу ошибок, поэтому постарайтесь концентрироваться на чем-то одном, не распыляйте внимание. Также вредно давить на кого-либо – этим вы ничего не добьетесь.После такого активного трудового дня полезно расслабиться и отдохнуть. Не стоит выжимать из себя последние силы в спортзале – ваше самочувствие может ухудшиться."
aquarius,2021-08-26,"Поднимайте себе настроение – сегодня от него зависит и ваша продуктивность и общение с людьми. Также полезно рекламировать себя, вам может поступить интересное предложение, и даже не одно. Обязательно разберите шкафы и выкиньте те вещи, которые уже давно не приносят вам пользы. Только не спешите покупать что-то новое – можете потратить деньги зря.Пришло время гнуть свою линию и покорять новые карьерные вершины. Не бойтесь попросить у босса прибавки, даже если он откажет – вы ничего не потеряете.Сегодня могут быть проблемы с артериальным давлением, поэтому прислушивайтесь к своему организму чаще. Также не стоит пить много кофе, лучше ограничиться чашечкой-двумя."
